month_period,temp,lat,lon,ghcn_id
2014-02-20,29.400000000000002,33.8647,-117.8425,USC00040192
2014-02-21,27.200000000000003,33.8647,-117.8425,USC00040192
2014-02-22,25.6,33.8647,-117.8425,USC00040192
2014-02-23,23.3,33.8647,-117.8425,USC00040192
2014-02-24,23.900000000000002,33.8647,-117.8425,USC00040192
2014-02-25,22.200000000000003,33.8647,-117.8425,USC00040192
2014-02-26,21.1,33.8647,-117.8425,USC00040192
2014-02-27,21.700000000000003,33.8647,-117.8425,USC00040192
2014-02-28,20.0,33.8647,-117.8425,USC00040192
2014-03-01,17.8,33.8647,-117.8425,USC00040192
2014-03-02,17.8,33.8647,-117.8425,USC00040192
2014-03-03,21.1,33.8647,-117.8425,USC00040192
2014-03-04,20.0,33.8647,-117.8425,USC00040192
2014-03-05,23.900000000000002,33.8647,-117.8425,USC00040192
2014-03-06,23.3,33.8647,-117.8425,USC00040192
2014-03-07,23.3,33.8647,-117.8425,USC00040192
2014-03-08,31.1,33.8647,-117.8425,USC00040192
2014-03-09,31.700000000000003,33.8647,-117.8425,USC00040192
2014-03-10,29.400000000000002,33.8647,-117.8425,USC00040192
2014-03-11,25.6,33.8647,-117.8425,USC00040192
2014-03-12,27.200000000000003,33.8647,-117.8425,USC00040192
2014-03-13,27.200000000000003,33.8647,-117.8425,USC00040192
2014-03-14,23.900000000000002,33.8647,-117.8425,USC00040192
2014-03-15,33.300000000000004,33.8647,-117.8425,USC00040192
2014-03-16,33.9,33.8647,-117.8425,USC00040192
2014-03-17,31.700000000000003,33.8647,-117.8425,USC00040192
2014-03-18,24.400000000000002,33.8647,-117.8425,USC00040192
2014-03-19,25.6,33.8647,-117.8425,USC00040192
2014-03-20,25.0,33.8647,-117.8425,USC00040192
2014-03-21,21.700000000000003,33.8647,-117.8425,USC00040192
2014-03-22,21.1,33.8647,-117.8425,USC00040192
2014-03-23,21.700000000000003,33.8647,-117.8425,USC00040192
2014-03-24,21.1,33.8647,-117.8425,USC00040192
2014-03-25,18.900000000000002,33.8647,-117.8425,USC00040192
2014-03-26,18.3,33.8647,-117.8425,USC00040192
2014-03-27,20.0,33.8647,-117.8425,USC00040192
2014-03-28,23.3,33.8647,-117.8425,USC00040192
2014-03-29,26.1,33.8647,-117.8425,USC00040192
2014-03-30,24.400000000000002,33.8647,-117.8425,USC00040192
2014-03-31,22.200000000000003,33.8647,-117.8425,USC00040192
2014-04-01,18.3,33.8647,-117.8425,USC00040192
2014-04-02,17.2,33.8647,-117.8425,USC00040192
2014-04-03,21.1,33.8647,-117.8425,USC00040192
2014-04-04,19.400000000000002,33.8647,-117.8425,USC00040192
2014-04-05,20.0,33.8647,-117.8425,USC00040192
2014-04-06,30.0,33.8647,-117.8425,USC00040192
2014-04-07,30.6,33.8647,-117.8425,USC00040192
2014-04-08,35.6,33.8647,-117.8425,USC00040192
2014-04-09,31.1,33.8647,-117.8425,USC00040192
2014-04-10,26.700000000000003,33.8647,-117.8425,USC00040192
2014-04-11,27.200000000000003,33.8647,-117.8425,USC00040192
2014-04-12,20.6,33.8647,-117.8425,USC00040192
2014-04-13,21.1,33.8647,-117.8425,USC00040192
2014-04-14,30.6,33.8647,-117.8425,USC00040192
2014-04-15,27.8,33.8647,-117.8425,USC00040192
2014-04-16,23.900000000000002,33.8647,-117.8425,USC00040192
2014-04-17,23.900000000000002,33.8647,-117.8425,USC00040192
2014-04-18,22.200000000000003,33.8647,-117.8425,USC00040192
2014-04-19,24.400000000000002,33.8647,-117.8425,USC00040192
2014-04-20,26.1,33.8647,-117.8425,USC00040192
2014-04-21,27.200000000000003,33.8647,-117.8425,USC00040192
2014-04-22,27.8,33.8647,-117.8425,USC00040192
2014-04-23,23.3,33.8647,-117.8425,USC00040192
2014-04-24,26.700000000000003,33.8647,-117.8425,USC00040192
2014-04-25,23.900000000000002,33.8647,-117.8425,USC00040192
2014-04-26,18.900000000000002,33.8647,-117.8425,USC00040192
2014-04-27,21.700000000000003,33.8647,-117.8425,USC00040192
2014-04-28,27.8,33.8647,-117.8425,USC00040192
2014-04-29,34.4,33.8647,-117.8425,USC00040192
2014-04-30,33.300000000000004,33.8647,-117.8425,USC00040192
2014-05-01,38.300000000000004,33.8647,-117.8425,USC00040192
2014-05-02,35.6,33.8647,-117.8425,USC00040192
2014-05-03,35.0,33.8647,-117.8425,USC00040192
2014-05-04,31.700000000000003,33.8647,-117.8425,USC00040192
2014-05-05,28.3,33.8647,-117.8425,USC00040192
2014-05-06,21.1,33.8647,-117.8425,USC00040192
2014-05-07,21.1,33.8647,-117.8425,USC00040192
2014-05-08,23.3,33.8647,-117.8425,USC00040192
2014-05-09,22.8,33.8647,-117.8425,USC00040192
2014-05-10,22.8,33.8647,-117.8425,USC00040192
2014-05-11,29.400000000000002,33.8647,-117.8425,USC00040192
2014-05-12,36.1,33.8647,-117.8425,USC00040192
2014-05-13,35.6,33.8647,-117.8425,USC00040192
2014-05-14,38.900000000000006,33.8647,-117.8425,USC00040192
2014-05-15,40.0,33.8647,-117.8425,USC00040192
2014-05-16,35.0,33.8647,-117.8425,USC00040192
2014-05-17,34.4,33.8647,-117.8425,USC00040192
2014-05-18,27.200000000000003,33.8647,-117.8425,USC00040192
2014-05-19,25.0,33.8647,-117.8425,USC00040192
2014-05-20,22.8,33.8647,-117.8425,USC00040192
2014-05-21,23.3,33.8647,-117.8425,USC00040192
2014-05-22,22.8,33.8647,-117.8425,USC00040192
2014-05-23,22.8,33.8647,-117.8425,USC00040192
2014-05-24,22.8,33.8647,-117.8425,USC00040192
2014-05-25,27.8,33.8647,-117.8425,USC00040192
2014-05-26,28.900000000000002,33.8647,-117.8425,USC00040192
2014-05-27,29.400000000000002,33.8647,-117.8425,USC00040192
2014-05-28,28.3,33.8647,-117.8425,USC00040192
2014-05-29,27.8,33.8647,-117.8425,USC00040192
2014-05-30,28.900000000000002,33.8647,-117.8425,USC00040192
2014-05-31,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-01,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-02,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-03,30.6,33.8647,-117.8425,USC00040192
2014-06-04,30.0,33.8647,-117.8425,USC00040192
2014-06-05,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-06,27.8,33.8647,-117.8425,USC00040192
2014-06-07,26.1,33.8647,-117.8425,USC00040192
2014-06-08,28.3,33.8647,-117.8425,USC00040192
2014-06-09,28.900000000000002,33.8647,-117.8425,USC00040192
2014-06-10,25.6,33.8647,-117.8425,USC00040192
2014-06-11,27.8,33.8647,-117.8425,USC00040192
2014-06-12,27.200000000000003,33.8647,-117.8425,USC00040192
2014-06-13,26.1,33.8647,-117.8425,USC00040192
2014-06-14,28.900000000000002,33.8647,-117.8425,USC00040192
2014-06-15,26.1,33.8647,-117.8425,USC00040192
2014-06-16,26.1,33.8647,-117.8425,USC00040192
2014-06-17,25.0,33.8647,-117.8425,USC00040192
2014-06-18,26.700000000000003,33.8647,-117.8425,USC00040192
2014-06-19,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-20,30.0,33.8647,-117.8425,USC00040192
2014-06-21,28.900000000000002,33.8647,-117.8425,USC00040192
2014-06-22,28.3,33.8647,-117.8425,USC00040192
2014-06-23,27.200000000000003,33.8647,-117.8425,USC00040192
2014-06-24,28.3,33.8647,-117.8425,USC00040192
2014-06-25,26.700000000000003,33.8647,-117.8425,USC00040192
2014-06-26,27.8,33.8647,-117.8425,USC00040192
2014-06-27,27.200000000000003,33.8647,-117.8425,USC00040192
2014-06-28,28.3,33.8647,-117.8425,USC00040192
2014-06-29,29.400000000000002,33.8647,-117.8425,USC00040192
2014-06-30,27.200000000000003,33.8647,-117.8425,USC00040192
2014-07-01,28.3,33.8647,-117.8425,USC00040192
2014-07-02,28.3,33.8647,-117.8425,USC00040192
2014-07-03,32.2,33.8647,-117.8425,USC00040192
2014-07-04,32.2,33.8647,-117.8425,USC00040192
2014-07-05,33.9,33.8647,-117.8425,USC00040192
2014-07-06,33.300000000000004,33.8647,-117.8425,USC00040192
2014-07-07,30.6,33.8647,-117.8425,USC00040192
2014-07-08,30.6,33.8647,-117.8425,USC00040192
2014-07-09,30.6,33.8647,-117.8425,USC00040192
2014-07-10,30.0,33.8647,-117.8425,USC00040192
2014-07-11,29.400000000000002,33.8647,-117.8425,USC00040192
2014-07-12,28.3,33.8647,-117.8425,USC00040192
2014-07-13,29.400000000000002,33.8647,-117.8425,USC00040192
2014-07-14,28.3,33.8647,-117.8425,USC00040192
2014-07-15,27.8,33.8647,-117.8425,USC00040192
2014-07-16,28.3,33.8647,-117.8425,USC00040192
2014-07-17,28.3,33.8647,-117.8425,USC00040192
2014-07-18,27.8,33.8647,-117.8425,USC00040192
2014-07-19,25.0,33.8647,-117.8425,USC00040192
2014-07-20,28.900000000000002,33.8647,-117.8425,USC00040192
2014-07-21,28.900000000000002,33.8647,-117.8425,USC00040192
2014-07-22,31.700000000000003,33.8647,-117.8425,USC00040192
2014-07-23,33.300000000000004,33.8647,-117.8425,USC00040192
2014-07-24,36.1,33.8647,-117.8425,USC00040192
2014-07-25,35.0,33.8647,-117.8425,USC00040192
2014-07-26,30.6,33.8647,-117.8425,USC00040192
2014-07-27,35.0,33.8647,-117.8425,USC00040192
2014-07-28,35.0,33.8647,-117.8425,USC00040192
2014-07-29,33.9,33.8647,-117.8425,USC00040192
2014-07-30,32.800000000000004,33.8647,-117.8425,USC00040192
2014-07-31,32.800000000000004,33.8647,-117.8425,USC00040192
2014-08-01,32.800000000000004,33.8647,-117.8425,USC00040192
2014-08-02,32.800000000000004,33.8647,-117.8425,USC00040192
2014-08-03,31.1,33.8647,-117.8425,USC00040192
2014-08-04,31.1,33.8647,-117.8425,USC00040192
2014-08-05,30.6,33.8647,-117.8425,USC00040192
2014-08-06,27.8,33.8647,-117.8425,USC00040192
2014-08-07,28.3,33.8647,-117.8425,USC00040192
2014-08-08,30.0,33.8647,-117.8425,USC00040192
2014-08-09,29.400000000000002,33.8647,-117.8425,USC00040192
2014-08-10,31.700000000000003,33.8647,-117.8425,USC00040192
2014-08-11,32.2,33.8647,-117.8425,USC00040192
2014-08-12,30.6,33.8647,-117.8425,USC00040192
2014-08-13,29.400000000000002,33.8647,-117.8425,USC00040192
2014-08-14,31.1,33.8647,-117.8425,USC00040192
2014-08-15,35.0,33.8647,-117.8425,USC00040192
2014-08-16,35.0,33.8647,-117.8425,USC00040192
2014-08-17,33.9,33.8647,-117.8425,USC00040192
2014-08-18,31.700000000000003,33.8647,-117.8425,USC00040192
2014-08-19,28.900000000000002,33.8647,-117.8425,USC00040192
2014-08-20,30.0,33.8647,-117.8425,USC00040192
2014-08-21,30.0,33.8647,-117.8425,USC00040192
2014-08-22,30.0,33.8647,-117.8425,USC00040192
2014-08-23,30.0,33.8647,-117.8425,USC00040192
2014-08-24,30.6,33.8647,-117.8425,USC00040192
2014-08-25,28.900000000000002,33.8647,-117.8425,USC00040192
2014-08-26,31.1,33.8647,-117.8425,USC00040192
2014-08-27,35.0,33.8647,-117.8425,USC00040192
2014-08-28,35.6,33.8647,-117.8425,USC00040192
2014-08-29,33.9,33.8647,-117.8425,USC00040192
2014-08-30,33.300000000000004,33.8647,-117.8425,USC00040192
2014-08-31,32.2,33.8647,-117.8425,USC00040192
2014-09-01,31.1,33.8647,-117.8425,USC00040192
2014-09-02,30.6,33.8647,-117.8425,USC00040192
2014-09-03,29.400000000000002,33.8647,-117.8425,USC00040192
2014-09-04,29.400000000000002,33.8647,-117.8425,USC00040192
2014-09-05,31.700000000000003,33.8647,-117.8425,USC00040192
2014-09-06,35.6,33.8647,-117.8425,USC00040192
2014-09-07,36.1,33.8647,-117.8425,USC00040192
2014-09-08,35.0,33.8647,-117.8425,USC00040192
2014-09-09,32.2,33.8647,-117.8425,USC00040192
2014-09-10,33.9,33.8647,-117.8425,USC00040192
2014-09-11,35.0,33.8647,-117.8425,USC00040192
2014-09-12,36.1,33.8647,-117.8425,USC00040192
2014-09-13,36.7,33.8647,-117.8425,USC00040192
2014-09-14,39.400000000000006,33.8647,-117.8425,USC00040192
2014-09-15,38.300000000000004,33.8647,-117.8425,USC00040192
2014-09-16,38.300000000000004,33.8647,-117.8425,USC00040192
2014-09-17,37.800000000000004,33.8647,-117.8425,USC00040192
2014-09-18,34.4,33.8647,-117.8425,USC00040192
2014-09-19,30.0,33.8647,-117.8425,USC00040192
2014-09-20,27.200000000000003,33.8647,-117.8425,USC00040192
2014-09-21,28.3,33.8647,-117.8425,USC00040192
2014-09-22,29.400000000000002,33.8647,-117.8425,USC00040192
2014-09-23,32.800000000000004,33.8647,-117.8425,USC00040192
2014-09-24,35.0,33.8647,-117.8425,USC00040192
2014-09-25,35.0,33.8647,-117.8425,USC00040192
2014-09-26,32.2,33.8647,-117.8425,USC00040192
2014-09-27,27.200000000000003,33.8647,-117.8425,USC00040192
2014-09-28,27.200000000000003,33.8647,-117.8425,USC00040192
2014-09-29,28.900000000000002,33.8647,-117.8425,USC00040192
2014-09-30,28.900000000000002,33.8647,-117.8425,USC00040192
2014-10-01,26.700000000000003,33.8647,-117.8425,USC00040192
2014-10-02,38.300000000000004,33.8647,-117.8425,USC00040192
2014-10-03,39.400000000000006,33.8647,-117.8425,USC00040192
2014-10-04,36.7,33.8647,-117.8425,USC00040192
2014-10-05,33.300000000000004,33.8647,-117.8425,USC00040192
2014-10-06,35.0,33.8647,-117.8425,USC00040192
2014-10-07,35.6,33.8647,-117.8425,USC00040192
2014-10-08,34.4,33.8647,-117.8425,USC00040192
2014-10-09,27.8,33.8647,-117.8425,USC00040192
2014-10-10,27.8,33.8647,-117.8425,USC00040192
2014-10-11,30.6,33.8647,-117.8425,USC00040192
2014-10-12,28.3,33.8647,-117.8425,USC00040192
2014-10-13,28.900000000000002,33.8647,-117.8425,USC00040192
2014-10-14,26.1,33.8647,-117.8425,USC00040192
2014-10-15,28.3,33.8647,-117.8425,USC00040192
2014-10-16,26.1,33.8647,-117.8425,USC00040192
2014-10-17,26.1,33.8647,-117.8425,USC00040192
2014-10-18,26.700000000000003,33.8647,-117.8425,USC00040192
2014-10-19,26.1,33.8647,-117.8425,USC00040192
2014-10-20,27.200000000000003,33.8647,-117.8425,USC00040192
2014-10-21,27.8,33.8647,-117.8425,USC00040192
2014-10-22,30.0,33.8647,-117.8425,USC00040192
2014-10-23,31.700000000000003,33.8647,-117.8425,USC00040192
2014-10-24,32.800000000000004,33.8647,-117.8425,USC00040192
2014-10-25,29.400000000000002,33.8647,-117.8425,USC00040192
2014-10-26,25.6,33.8647,-117.8425,USC00040192
2014-10-27,25.6,33.8647,-117.8425,USC00040192
2014-10-28,27.8,33.8647,-117.8425,USC00040192
2014-10-29,31.1,33.8647,-117.8425,USC00040192
2014-10-30,30.0,33.8647,-117.8425,USC00040192
2014-10-31,26.1,33.8647,-117.8425,USC00040192
2014-11-01,21.1,33.8647,-117.8425,USC00040192
2014-11-02,21.1,33.8647,-117.8425,USC00040192
2014-11-03,25.0,33.8647,-117.8425,USC00040192
2014-11-04,26.700000000000003,33.8647,-117.8425,USC00040192
2014-11-05,31.1,33.8647,-117.8425,USC00040192
2014-11-06,33.9,33.8647,-117.8425,USC00040192
2014-11-07,33.300000000000004,33.8647,-117.8425,USC00040192
2014-11-08,33.300000000000004,33.8647,-117.8425,USC00040192
2014-11-09,30.0,33.8647,-117.8425,USC00040192
2014-11-10,23.3,33.8647,-117.8425,USC00040192
2014-11-11,21.1,33.8647,-117.8425,USC00040192
2014-11-12,22.8,33.8647,-117.8425,USC00040192
2014-11-13,22.8,33.8647,-117.8425,USC00040192
2014-11-14,23.3,33.8647,-117.8425,USC00040192
2014-11-15,23.3,33.8647,-117.8425,USC00040192
2014-11-16,24.400000000000002,33.8647,-117.8425,USC00040192
2014-11-17,25.6,33.8647,-117.8425,USC00040192
2014-11-18,27.200000000000003,33.8647,-117.8425,USC00040192
2014-11-19,23.900000000000002,33.8647,-117.8425,USC00040192
2014-11-20,21.700000000000003,33.8647,-117.8425,USC00040192
2014-11-21,23.3,33.8647,-117.8425,USC00040192
2014-11-22,23.3,33.8647,-117.8425,USC00040192
2014-11-23,28.3,33.8647,-117.8425,USC00040192
2014-11-24,27.200000000000003,33.8647,-117.8425,USC00040192
2014-11-25,29.400000000000002,33.8647,-117.8425,USC00040192
2014-11-26,31.1,33.8647,-117.8425,USC00040192
2014-11-27,32.800000000000004,33.8647,-117.8425,USC00040192
2014-11-28,31.700000000000003,33.8647,-117.8425,USC00040192
2014-11-29,26.700000000000003,33.8647,-117.8425,USC00040192
2014-11-30,20.0,33.8647,-117.8425,USC00040192
2014-12-01,21.700000000000003,33.8647,-117.8425,USC00040192
2014-12-02,20.0,33.8647,-117.8425,USC00040192
2014-12-03,20.0,33.8647,-117.8425,USC00040192
2014-12-04,23.3,33.8647,-117.8425,USC00040192
2014-12-05,21.1,33.8647,-117.8425,USC00040192
2014-12-06,22.8,33.8647,-117.8425,USC00040192
2014-12-07,23.900000000000002,33.8647,-117.8425,USC00040192
2014-12-08,27.8,33.8647,-117.8425,USC00040192
2014-12-09,26.700000000000003,33.8647,-117.8425,USC00040192
2014-12-10,23.900000000000002,33.8647,-117.8425,USC00040192
2014-12-11,20.6,33.8647,-117.8425,USC00040192
2014-12-12,18.3,33.8647,-117.8425,USC00040192
2014-12-13,20.0,33.8647,-117.8425,USC00040192
2014-12-14,21.1,33.8647,-117.8425,USC00040192
2014-12-15,18.900000000000002,33.8647,-117.8425,USC00040192
2014-12-16,17.2,33.8647,-117.8425,USC00040192
2014-12-17,18.900000000000002,33.8647,-117.8425,USC00040192
2014-12-18,18.3,33.8647,-117.8425,USC00040192
2014-12-19,20.0,33.8647,-117.8425,USC00040192
2014-12-20,17.8,33.8647,-117.8425,USC00040192
2014-12-21,21.1,33.8647,-117.8425,USC00040192
2014-12-22,25.6,33.8647,-117.8425,USC00040192
2014-12-23,28.3,33.8647,-117.8425,USC00040192
2014-12-24,24.400000000000002,33.8647,-117.8425,USC00040192
2014-12-25,21.700000000000003,33.8647,-117.8425,USC00040192
2014-12-26,21.1,33.8647,-117.8425,USC00040192
2014-12-27,19.400000000000002,33.8647,-117.8425,USC00040192
2014-12-28,18.3,33.8647,-117.8425,USC00040192
2014-12-29,17.8,33.8647,-117.8425,USC00040192
2014-12-30,14.4,33.8647,-117.8425,USC00040192
2014-12-31,13.9,33.8647,-117.8425,USC00040192
2015-01-01,15.0,33.8647,-117.8425,USC00040192
2015-01-02,16.7,33.8647,-117.8425,USC00040192
2015-01-03,18.3,33.8647,-117.8425,USC00040192
2015-01-04,23.3,33.8647,-117.8425,USC00040192
2015-01-05,28.3,33.8647,-117.8425,USC00040192
2015-01-06,30.0,33.8647,-117.8425,USC00040192
2015-01-07,29.400000000000002,33.8647,-117.8425,USC00040192
2015-01-08,23.3,33.8647,-117.8425,USC00040192
2015-01-09,23.900000000000002,33.8647,-117.8425,USC00040192
2015-01-10,21.1,33.8647,-117.8425,USC00040192
2015-01-11,21.1,33.8647,-117.8425,USC00040192
2015-01-12,21.1,33.8647,-117.8425,USC00040192
2015-01-13,23.3,33.8647,-117.8425,USC00040192
2015-01-14,23.3,33.8647,-117.8425,USC00040192
2015-01-15,25.6,33.8647,-117.8425,USC00040192
2015-01-16,25.0,33.8647,-117.8425,USC00040192
2015-01-17,26.1,33.8647,-117.8425,USC00040192
2015-01-18,25.0,33.8647,-117.8425,USC00040192
2015-01-19,22.200000000000003,33.8647,-117.8425,USC00040192
2015-01-20,17.2,33.8647,-117.8425,USC00040192
2015-01-21,23.900000000000002,33.8647,-117.8425,USC00040192
2015-01-22,26.1,33.8647,-117.8425,USC00040192
2015-01-23,25.6,33.8647,-117.8425,USC00040192
2015-01-24,27.200000000000003,33.8647,-117.8425,USC00040192
2015-01-25,28.3,33.8647,-117.8425,USC00040192
2015-01-26,27.8,33.8647,-117.8425,USC00040192
2015-01-27,24.400000000000002,33.8647,-117.8425,USC00040192
2015-01-28,25.0,33.8647,-117.8425,USC00040192
2015-01-29,25.6,33.8647,-117.8425,USC00040192
2015-01-30,22.200000000000003,33.8647,-117.8425,USC00040192
2015-01-31,24.400000000000002,33.8647,-117.8425,USC00040192
2015-02-01,26.1,33.8647,-117.8425,USC00040192
2015-02-02,26.1,33.8647,-117.8425,USC00040192
2015-02-03,24.400000000000002,33.8647,-117.8425,USC00040192
2015-02-04,25.0,33.8647,-117.8425,USC00040192
2015-02-05,29.400000000000002,33.8647,-117.8425,USC00040192
2015-02-06,25.6,33.8647,-117.8425,USC00040192
2015-02-07,25.6,33.8647,-117.8425,USC00040192
2015-02-08,26.1,33.8647,-117.8425,USC00040192
2015-02-09,23.900000000000002,33.8647,-117.8425,USC00040192
2015-02-10,27.200000000000003,33.8647,-117.8425,USC00040192
2015-02-11,29.400000000000002,33.8647,-117.8425,USC00040192
2015-02-12,31.1,33.8647,-117.8425,USC00040192
2015-02-13,32.2,33.8647,-117.8425,USC00040192
2015-02-14,30.6,33.8647,-117.8425,USC00040192
2015-02-15,29.400000000000002,33.8647,-117.8425,USC00040192
2015-02-16,25.6,33.8647,-117.8425,USC00040192
2015-02-17,23.3,33.8647,-117.8425,USC00040192
2015-02-18,23.900000000000002,33.8647,-117.8425,USC00040192
2015-02-19,24.400000000000002,33.8647,-117.8425,USC00040192
2015-02-20,22.200000000000003,33.8647,-117.8425,USC00040192
2015-02-21,21.700000000000003,33.8647,-117.8425,USC00040192
2015-02-22,21.1,33.8647,-117.8425,USC00040192
2015-02-23,21.1,33.8647,-117.8425,USC00040192
2015-02-24,25.0,33.8647,-117.8425,USC00040192
2015-02-25,24.400000000000002,33.8647,-117.8425,USC00040192
2015-02-26,22.200000000000003,33.8647,-117.8425,USC00040192
2015-02-27,21.1,33.8647,-117.8425,USC00040192
2015-02-28,18.3,33.8647,-117.8425,USC00040192
2015-03-01,17.2,33.8647,-117.8425,USC00040192
2015-03-02,16.7,33.8647,-117.8425,USC00040192
2015-03-03,21.1,33.8647,-117.8425,USC00040192
2015-03-04,25.0,33.8647,-117.8425,USC00040192
2015-03-05,26.700000000000003,33.8647,-117.8425,USC00040192
2015-03-06,30.6,33.8647,-117.8425,USC00040192
2015-03-07,31.1,33.8647,-117.8425,USC00040192
2015-03-08,26.1,33.8647,-117.8425,USC00040192
2015-03-09,24.400000000000002,33.8647,-117.8425,USC00040192
2015-03-10,29.400000000000002,33.8647,-117.8425,USC00040192
2015-03-11,28.3,33.8647,-117.8425,USC00040192
2015-03-12,31.700000000000003,33.8647,-117.8425,USC00040192
2015-03-13,34.4,33.8647,-117.8425,USC00040192
2015-03-14,36.7,33.8647,-117.8425,USC00040192
2015-03-15,33.9,33.8647,-117.8425,USC00040192
2015-03-16,33.300000000000004,33.8647,-117.8425,USC00040192
2015-03-17,30.0,33.8647,-117.8425,USC00040192
2015-03-18,22.8,33.8647,-117.8425,USC00040192
2015-03-19,25.0,33.8647,-117.8425,USC00040192
2015-03-20,26.700000000000003,33.8647,-117.8425,USC00040192
2015-03-21,26.1,33.8647,-117.8425,USC00040192
2015-03-22,24.400000000000002,33.8647,-117.8425,USC00040192
2015-03-23,22.200000000000003,33.8647,-117.8425,USC00040192
2015-03-24,23.900000000000002,33.8647,-117.8425,USC00040192
2015-03-25,30.6,33.8647,-117.8425,USC00040192
2015-03-26,35.6,33.8647,-117.8425,USC00040192
2015-03-27,33.300000000000004,33.8647,-117.8425,USC00040192
2015-03-28,31.1,33.8647,-117.8425,USC00040192
2015-03-29,28.900000000000002,33.8647,-117.8425,USC00040192
2015-03-30,28.3,33.8647,-117.8425,USC00040192
2015-03-31,24.400000000000002,33.8647,-117.8425,USC00040192
2015-04-01,24.400000000000002,33.8647,-117.8425,USC00040192
2015-04-02,24.400000000000002,33.8647,-117.8425,USC00040192
2015-04-03,31.1,33.8647,-117.8425,USC00040192
2015-04-04,28.900000000000002,33.8647,-117.8425,USC00040192
2015-04-05,21.700000000000003,33.8647,-117.8425,USC00040192
2015-04-06,21.1,33.8647,-117.8425,USC00040192
2015-04-07,21.1,33.8647,-117.8425,USC00040192
2015-04-08,21.1,33.8647,-117.8425,USC00040192
2015-04-09,23.900000000000002,33.8647,-117.8425,USC00040192
2015-04-10,22.8,33.8647,-117.8425,USC00040192
2015-04-11,23.3,33.8647,-117.8425,USC00040192
2015-04-12,26.1,33.8647,-117.8425,USC00040192
2015-04-13,25.0,33.8647,-117.8425,USC00040192
2015-04-14,25.6,33.8647,-117.8425,USC00040192
2015-04-15,30.0,33.8647,-117.8425,USC00040192
2015-04-16,29.400000000000002,33.8647,-117.8425,USC00040192
2015-04-17,29.400000000000002,33.8647,-117.8425,USC00040192
2015-04-18,27.200000000000003,33.8647,-117.8425,USC00040192
