native_id,met_monitor_id,state,cbsa,latitude,longitude,pct_available
KFSD,621,SD,43620,43.5778,-96.7539,1
KFSM,25,AR,22900,35.333,-94.3625,1
KFST,645,TX,99999,30.91194,-102.91667,0.9931
KFTW,666,TX,23104,32.81917,-97.36139,0.9289
KFTY,189,GA,12060,33.77917,-84.52139,1
KFUL,106,CA,42044,33.87194,-117.97889,1
KFVE,320,ME,99999,47.28556,-68.31333,0.9972
KFWA,239,IN,23060,40.9705,-85.2063,1
KFWN,468,NJ,35084,41.20028,-74.62306,1
KFXE,144,FL,22744,26.19694,-80.17083,0.9959
KFZY,497,NY,45060,43.34972,-76.38472,0.9972
KGAG,545,OK,99999,36.2967,-99.7689,0.9945
KGCC,783,WY,99999,44.33944,-105.54194,1
KGCK,264,KS,99999,37.92722,-100.72472,0.9972
KGCN,39,AZ,22380,35.94611,-112.15472,0.99
KGDP,650,TX,99999,31.83111,-104.80889,1
KGED,135,DE,99999,38.68917,-75.35917,0.9848
KGEG,732,WA,44060,47.6216,-117.528,1
KGEY,788,WY,99999,44.51694,-108.08222,0.9945
KGEZ,235,IN,26900,39.57806,-85.80333,0.9945
KGFK,429,ND,24220,47.9428,-97.1839,1
KGGG,644,TX,99999,30.74389,-95.58611,1
KGGW,402,MT,99999,48.2138,-106.6214,1
KGIF,176,FL,29460,28.06222,-81.75417,0.9784
KGJT,109,CO,24300,39.13417,-108.54,1
KGKJ,580,PA,99999,41.62639,-80.215,0.9958
KGKY,662,TX,23104,32.66361,-97.09389,0.9917
KGLD,256,KS,99999,39.36722,-101.69333,1
KGLH,388,MS,99999,33.4825,-90.98528,0.9945
KGLR,327,MI,99999,45.01333,-84.70139,1
KGLS,686,TX,26420,29.2733,-94.8592,0.9945
KGMU,609,SC,24860,34.84611,-82.34611,1
KGNA,353,MN,99999,47.74722,-90.34444,0.9931
KGNR,317,ME,99999,45.46222,-69.59528,1
KGNT,480,NM,99999,35.1663,-107.8991,1
KGOK,541,OK,36420,35.8517,-97.4142,0.9972
KGON,129,CT,35980,41.3275,-72.04944,1
KGPI,403,MT,99999,48.3042,-114.2636,1
KGPT,380,MS,25060,30.4119,-89.0808,1
KGRB,752,WI,24580,44.4794,-88.1366,0.9972
KGRD,606,SC,99999,34.24861,-82.15917,0.9986
KGRI,441,NE,99999,40.9611,-98.3136,0.9986
KGRR,344,MI,24340,42.8825,-85.52389,1
KGSB,415,NC,24140,35.3444,-77.9647,1
KGSH,240,IN,21140,41.52722,-85.79222,0.9917
KGSO,2,NC,24660,36.0969,-79.9432,1
KGSP,610,SC,43900,34.88472,-82.22389,1
KGTF,401,MT,24500,47.4733,-111.3822,1
KGUP,481,NM,99999,35.5144,-108.794,1
KGUY,546,OK,99999,36.68167,-101.50528,0.9986
KGWO,389,MS,99999,33.4963,-90.0866,0.9903
KHAO,530,OH,17140,39.36444,-84.52472,0.9848
KHBR,552,OK,99999,34.9894,-99.0525,1
KHDO,688,TX,41700,29.3601,-99.1742,0.9945
KHEI,432,ND,99999,46.01389,-102.65472,1
KHFD,130,CT,25540,41.73611,-72.65056,0.9972
KHGR,313,MD,25180,39.70778,-77.72972,0.9986
KHIB,354,MN,20260,47.38639,-92.83889,0.9959
KHIE,457,NH,99999,44.3675,-71.545,1
KHIO,556,OR,38900,45.54056,-122.94861,1
KHJO,68,CA,25260,36.31889,-119.62889,0.9945
KHKA,27,AR,99999,35.94028,-89.83083,0.9972
KHKS,387,MS,27140,32.33667,-90.22139,1
KHKY,416,NC,25860,35.7425,-81.3819,1
KHLC,255,KS,99999,39.37556,-99.82972,1
KHLG,773,WV,48540,40.17639,-80.64722,0.9972
KHLN,397,MT,99999,46.6056,-111.9636,1
KHON,612,SD,99999,44.3981,-98.2231,1
KHOU,693,TX,26420,29.63806,-95.28194,1
KHPN,8,NY,35644,41.06694,-73.7075,1
KHQM,744,WA,99999,46.9727,-123.9302,0.9571
KHRI,557,OR,99999,45.82583,-119.26111,1
KHRL,676,TX,15180,26.22806,-97.65417,0.9986
KHRO,28,AR,99999,36.2668,-93.1566,1
KHSE,417,NC,99999,35.2326,-75.6219,0.9945
KHSI,440,NE,99999,40.60444,-98.42722,0.9972
KHSV,17,AL,26620,34.64389,-86.78611,1
KHTL,325,MI,99999,44.3591,-84.6738,1
KHTS,776,WV,26580,38.365,-82.555,1
KHUT,265,KS,99999,38.06528,-97.86056,1
KHVN,131,CT,35300,41.26389,-72.88722,1
KHVR,404,MT,99999,48.5428,-109.7633,1
KHWD,59,CA,36084,37.6542,-122.115,0.982
KHWO,145,FL,22744,25.99889,-80.24111,0.9945
KHWV,507,NY,35004,40.82167,-72.86889,1
KHYA,297,MA,12700,41.66861,-70.28,1
KHYR,757,WI,99999,46.02611,-91.44417,0.9861
KHZY,528,OH,99999,41.77806,-80.69583,0.9986
KIAD,708,VA,47894,38.9408,-77.4636,1
KIAG,513,NY,15380,43.10722,-78.94528,1
KIAH,695,TX,26420,29.98,-95.36,1
KICR,620,SD,99999,43.39056,-99.84222,1
KICT,261,KS,48620,37.6475,-97.43,1
KIDA,213,ID,26820,43.51639,-112.06722,1
KIEN,619,SD,99999,43.02056,-102.51833,0.9972
KIGM,44,AZ,29420,35.2577,-113.933,0.9986
KIJD,132,CT,99999,41.74194,-72.18361,0.9972
KILG,136,DE,48864,39.6728,-75.6008,0.9959
KILM,418,NC,48900,34.2675,-77.8997,1
KILN,531,OH,99999,39.42028,-83.82167,0.9959
KIML,439,NE,99999,40.51,-101.62,1
KIMT,332,MI,99999,45.81833,-88.11444,1
KIND,236,IN,26900,39.7318,-86.2788,1
KINK,649,TX,99999,31.78,-103.20167,0.9778
KINL,355,MN,99999,48.5614,-93.3981,1
KINT,419,NC,49180,36.13361,-80.22222,1
KIOW,206,IA,26980,41.63278,-91.54306,1
KIPL,100,CA,20940,32.83417,-115.57861,1
KIPT,578,PA,48700,41.24333,-76.92167,1
KIRK,369,MO,99999,40.09722,-92.54333,0.9945
KISN,430,ND,99999,48.1738,-103.6366,0.9931
KISP,506,NY,35004,40.79389,-73.10167,1
KISW,751,WI,99999,44.35917,-89.83694,0.9931
KIWI,322,ME,99999,43.96361,-69.71167,1
KIXD,246,KS,28140,38.83167,-94.88972,1
KIZG,323,ME,99999,43.99056,-70.9475,1
KJAN,386,MS,27140,32.3205,-90.0777,1
KJAX,146,FL,27260,30.495,-81.6936,1
KJBR,26,AR,27860,35.83111,-90.64639,0.9798
KJCT,641,TX,99999,30.51083,-99.76639,0.9986
KJDN,400,MT,99999,47.32583,-106.9475,1
KJEF,365,MO,27620,38.59111,-92.15583,1
KJER,209,ID,99999,42.72667,-114.45639,1
KJFK,504,NY,35644,40.63861,-73.76222,1
KJKL,275,KY,99999,37.59139,-83.31444,1
KJLN,374,MO,27900,37.1466,-94.5022,1
KJMS,435,ND,99999,46.9258,-98.6691,0.9986
KJST,591,PA,27780,40.31611,-78.83389,1
KJXN,339,MI,27100,42.2667,-84.4667,1
KLAA,123,CO,99999,38.07,-102.68806,0.9986
KLAF,244,IN,29140,40.41222,-86.93694,0.9945
KLAN,343,MI,29620,42.78028,-84.57889,1
KLAR,780,WY,99999,41.31194,-105.67472,1
KLAS,485,NV,29820,36.0719,-115.1634,1
KLAW,550,OK,30020,34.5584,-98.4172,0.9942
KLAX,6,CA,31084,33.938,-118.406,1
KLBB,672,TX,31180,33.6656,-101.8231,1
KLBF,442,NE,99999,41.1213,-100.6694,1
KLBT,420,NC,99999,34.60806,-79.05917,0.9986
KLBX,685,TX,26420,29.10972,-95.46194,0.9876
KLCH,291,LA,29340,30.12472,-93.22833,0.9957
KLEB,456,NH,99999,43.62639,-72.30472,1
KLEE,147,FL,36740,28.82083,-81.80972,1
KLEX,267,KY,30460,38.0408,-84.6058,0.9931
KLFI,712,VA,47260,37.08278,-76.36028,1
KLFK,647,TX,99999,31.23611,-94.75444,1
KLFT,292,LA,29180,30.205,-91.9875,0.9917
KLGA,1,NY,35644,40.779,-73.881,1
KLGB,82,CA,31084,33.8116,-118.1463,0.9986
KLGU,704,UT,30860,41.78722,-111.85333,0.9958
KLHQ,532,OH,18140,39.75556,-82.65722,1
KLHX,122,CO,99999,38.0494,-103.5122,0.9972
KLIC,110,CO,19740,39.18944,-103.71583,0.9972
KLIT,32,AR,30780,34.7273,-92.2389,1
KLLJ,211,ID,99999,44.52278,-114.215,0.9913
KLLQ,30,AR,99999,33.6361,-91.7556,0.9903
KLMT,566,OR,99999,42.14694,-121.72417,0.9889
KLND,794,WY,99999,42.8175,-108.72778,0.9959
KLNR,764,WI,99999,43.21194,-90.18139,0.9931
KLNS,586,PA,29540,40.12028,-76.29444,1
KLOL,491,NV,99999,40.0681,-118.5692,1
KLOU,270,KY,31140,38.22806,-85.66361,0.9972
KLOZ,274,KY,99999,37.08722,-84.07694,1
KLPR,523,OH,17460,41.34611,-82.17944,1
KLSE,767,WI,29100,43.8788,-91.2527,1
KLUK,529,OH,17140,39.10333,-84.41889,0.9986
KLVJ,691,TX,26420,29.51889,-95.24167,0.9986
KLVK,60,CA,36084,37.6927,-121.8144,0.9986
KLVM,391,MT,99999,45.6983,-110.4408,1
KLVS,475,NM,99999,35.65417,-105.14194,1
KLWC,250,KS,29940,39.00833,-95.21167,1
KLWD,202,IA,99999,40.63306,-93.90194,1
KLWM,311,MA,37764,42.71722,-71.12389,0.9959
KLWS,218,ID,30300,46.3747,-117.0156,1
KLWT,399,MT,99999,47.0492,-109.4578,1
KLWV,220,IL,99999,38.76417,-87.60556,1
KLXT,376,MO,28140,38.95972,-94.37139,1
KLYH,714,VA,31340,37.3208,-79.2067,0.9931
KMAE,61,CA,31460,36.98778,-120.11056,0.9903
KMAF,653,TX,33260,31.9431,-102.1906,0.9903
KMAI,165,FL,99999,30.83556,-85.18389,0.9971
KMBG,616,SD,99999,45.54639,-100.40778,0.9972
KMBS,347,MI,40980,43.53306,-84.07972,0.9986
KMCB,385,MS,99999,31.1827,-90.4708,0.9972
KMCE,62,CA,32900,37.28472,-120.51278,0.9903
KMCI,378,MO,28140,39.2972,-94.7306,1
KMCK,438,NE,99999,40.20639,-100.59139,0.9986
KMCN,186,GA,31420,32.6847,-83.6527,0.9986
KMCO,148,FL,36740,28.4339,-81.325,1
KMCW,199,IA,99999,43.1544,-93.3269,1
KMDH,228,IL,99999,37.77972,-89.24972,1
KMDT,587,PA,25420,40.19361,-76.76333,1
KMDW,224,IL,16974,41.78611,-87.75222,1
KMEB,421,NC,99999,34.79167,-79.36611,0.9958
KMEH,558,OR,99999,45.51139,-118.42472,1
KMEI,383,MS,99999,32.3347,-88.7442,1
KMEM,629,TN,32820,35.0564,-89.9865,1
KMFD,518,OH,31900,40.82028,-82.51778,1
KMFE,675,TX,32580,26.18389,-98.25389,0.9972
KMFI,753,WI,99999,44.63806,-90.1875,0.9986
KMFR,567,OR,32780,42.3811,-122.8722,1
KMGJ,499,NY,39100,41.50917,-74.265,1
KMGM,15,AL,33860,32.29972,-86.4075,0.9931
KMGW,772,WV,34060,39.64278,-79.91639,0.9986
KMHE,624,SD,99999,43.76667,-98.03333,0.9986
KMHK,253,KS,31740,39.13528,-96.67778,1
KMHT,453,NH,31700,42.93333,-71.43833,1
KMIA,149,FL,33124,25.7905,-80.3163,1
KMIC,360,MN,33460,45.06194,-93.35083,1
KMIE,238,IN,34620,40.23417,-85.39361,0.9945
KMIV,459,NJ,47220,39.3667,-75.0667,0.9627
KMIW,195,IA,99999,42.11278,-92.9175,0.9972
KMKC,377,MO,28140,39.1208,-94.5969,0.9986
KMKE,761,WI,33340,42.955,-87.9044,1
KMKG,346,MI,34740,43.17111,-86.23667,1
KMKL,630,TN,27180,35.593,-88.9167,0.9957
KMKO,540,OK,99999,35.65667,-95.36139,0.9986
KMLB,150,FL,37340,28.1011,-80.6439,1
KMLC,551,OK,99999,34.8822,-95.783,1
KMLF,707,UT,99999,38.41667,-113.01667,0.9958
KMLI,233,IL,19340,41.46528,-90.52333,1
KMLP,219,ID,99999,47.45694,-115.645,0.9959
KMLS,396,MT,99999,46.4266,-105.8825,0.9847
KMLT,318,ME,12620,45.6477,-68.6925,1
KMLU,283,LA,33740,32.51556,-92.04056,0.9972
KMMK,133,CT,35300,41.50972,-72.82778,0.9917
KMMV,559,OR,38900,45.19472,-123.13389,1
KMNN,516,OH,99999,40.61611,-83.06361,0.9972
KMOB,19,AL,33660,30.68833,-88.24556,1
KMOD,63,CA,33700,37.6241,-120.9505,0.9945
KMOT,431,ND,99999,48.2552,-101.2733,1
KMPO,576,PA,99999,41.13889,-75.37944,0.9945
KMPV,722,VT,99999,44.20333,-72.57944,1
KMQY,633,TN,34980,36.00889,-86.52,0.9984
KMRB,771,WV,25180,39.4019,-77.9844,1
KMRH,422,NC,99999,34.73361,-76.66056,0.9958
KMRY,69,CA,41500,36.58806,-121.84528,1
KMSN,762,WI,31540,43.1405,-89.3452,1
KMSO,398,MT,33540,46.9208,-114.0925,1
KMSP,4,MN,33460,44.8831,-93.2289,1
KMSS,503,NY,99999,44.93583,-74.84583,1
KMSY,288,LA,35380,29.9933,-90.2511,1
KMTJ,125,CO,99999,38.505,-107.8975,0.9986
KMTO,221,IL,99999,39.47806,-88.28028,0.9931
KMTP,509,NY,35004,41.07306,-71.92333,1
KMVL,725,VT,99999,44.53444,-72.61444,0.9876
KMVY,296,MA,99999,41.39306,-70.615,1
KMWH,746,WA,99999,47.20778,-119.31917,0.9931
KMWL,665,TX,23104,32.78167,-98.06028,0.9834
KMWT,31,AR,99999,34.33,-93.35,1
KMYL,216,ID,99999,44.88889,-116.10167,0.9986
KMYV,54,CA,49700,39.10194,-121.56778,0.9986
KN60,428,ND,99999,47.64583,-101.43944,0.9931
KNDZ,166,FL,37860,30.70444,-87.02306,0.971
KNEN,152,FL,27260,30.35028,-81.88306,0.9889
KNEW,290,LA,35380,30.0494,-90.0288,0.9972
KNJK,98,CA,20940,32.81667,-115.68333,0.9986
KNJM,423,NC,99999,34.68333,-77.03333,0.9769
KNKT,410,NC,99999,34.88333,-76.86667,1
KNOG,680,TX,99999,27.9,-98.05,0.9643
KNRS,95,CA,41740,32.56667,-117.11667,0.9944
KNYC,505,NY,35644,40.77889,-73.96917,1
KOAK,64,CA,36084,37.72139,-122.22083,1
KODO,651,TX,36220,31.92056,-102.38667,0.9474
KODX,445,NE,99999,41.62361,-98.95167,0.9972
KOFK,448,NE,99999,41.9855,-97.4352,0.9972
KOFP,717,VA,40060,37.70806,-77.43444,0.9986
KOGB,601,SC,99999,33.46167,-80.85806,0.9972
KOJC,248,KS,28140,38.85,-94.73917,1
KOKB,102,CA,41740,33.21944,-117.34944,0.9986
KOKC,538,OK,36420,35.3889,-97.6006,1
KOLM,743,WA,36500,46.9733,-122.9033,0.9848
KOLS,33,AZ,99999,31.42083,-110.84583,0.9972
KOMA,204,IA,36540,41.31028,-95.89917,1
KONO,572,OR,99999,44.02056,-117.01278,1
KONT,83,CA,40140,34.05611,-117.60028,1
KOPF,153,FL,33124,25.90694,-80.28028,0.9945
KOQT,634,TN,28940,36.0236,-84.2375,1
KORD,7,IL,16974,41.986,-87.914,1
KORE,308,MA,44140,42.57,-72.29111,0.8976
KORF,710,VA,47260,36.90333,-76.19222,0.9945
KORH,304,MA,49340,42.2706,-71.8731,0.9876
KOSH,768,WI,36780,43.98444,-88.55694,1
KOSU,537,OH,18140,40.07806,-83.07806,1
KOTM,203,IA,99999,41.1077,-92.4466,0.9986
KOVE,57,CA,17020,39.49,-121.61833,0.9986
KOVS,763,WI,99999,43.15611,-90.6775,1
KOWD,303,MA,14484,42.19083,-71.17361,1
KOXB,314,MD,99999,38.30833,-75.12389,0.9889
KOXR,84,CA,37100,34.20083,-119.20694,1
